folder,set_id,mode,task,problem_id,level,model_raw,model,correct,outcome,speedup,dram_util,compute_pct,power_w,energy_mj,fusion,occupancy,sol_score,timeout_recovered,total_turns,first_correct_step,wall_clock_s,llm_total_tokens
l5_hw_translation_default_final_gpt,set2,default,22_ampere_tf32_tensorop_gemm.py,22,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,4,2.0,250.617759,38553
l5_hw_translation_default_final_gpt,set2,default,03_fused_rmsnorm.py,3,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,2,,186.852299,16542
l5_hw_translation_default_final_gpt,set2,default,26_gemm_permute.py,26,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,8,,1372.363577,187833
l5_hw_translation_default_final_gpt,set2,default,28_turing_tensorop_gemm.py,28,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,4,,303.598605,42037
l5_hw_translation_default_final_gpt,set2,default,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,grok-4.3,grok-4.3,False,incorrect,,100.0,16.42,,,,150.220831775555,1.0,False,2,,257.238483,10645
l5_hw_translation_default_final_gpt,set2,default,04_swiglu_activation.py,4,5,grok-4.3,grok-4.3,False,incorrect,,14.63,5.97,,,,28.493579843262502,0.1463,False,2,,151.398414,22916
l5_hw_translation_default_final_gpt,set2,default,05_rotary_embedding.py,5,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,2,,56.276808,14774
l5_hw_translation_default_final_gpt,set2,default,06_custom_allreduce.py,6,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,4,,273.847239,29144
l5_hw_translation_default_final_gpt,set2,default,23_gather_scatter_fusion.py,23,5,grok-4.3,grok-4.3,False,incorrect,,14.98,12.39,,,,41.8028115861097,0.1498,False,5,,432.892166,48795
l5_hw_translation_default_final_gpt,set2,default,02_paged_attention_v2.py,2,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,2,,157.252775,13656
l5_hw_translation_default_final_gpt,set2,default,02_paged_attention_v2.py,2,5,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,15,13.0,1545.243638,541384
l5_hw_translation_default_final_gpt,set2,default,03_fused_rmsnorm.py,3,5,FW-GLM-5-1,fw-glm-5-1,True,correct,6.756756756756757,22.18,13.13,0.0,0.0,8.0,45.84807046690333,0.2218,False,6,3.0,478.18732,91195
l5_hw_translation_default_final_gpt,set2,default,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,100.0,100.0,,,,750.8102968867911,1.0,False,14,,1092.405877,405311
l5_hw_translation_default_final_gpt,set2,default,28_turing_tensorop_gemm.py,28,5,FW-GLM-5-1,fw-glm-5-1,False,error,,,,,,,,,False,16,,924.120617,354095
l5_hw_translation_default_final_gpt,set2,default,26_gemm_permute.py,26,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,16,,884.773597,659906
l5_hw_translation_default_final_gpt,set2,default,05_rotary_embedding.py,5,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,18.73,22.63,,,,87.38954034513868,0.2263,False,15,,1387.170898,391798
l5_hw_translation_default_final_gpt,set2,default,01_paged_attention_v1.py,1,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.55,0.0,,,,99.21239208960384,0.0055,False,16,,1370.417784,501629
l5_hw_translation_default_final_gpt,set2,default,08_int8_w8a8_gemm.py,8,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,15,,1515.437356,538996
l5_hw_translation_default_final_gpt,set2,default,25_gemm_grouped.py,25,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,18.8,14.34,,,,14.309741594890713,0.188,False,15,,530.570937,380414
l5_hw_translation_default_final_gpt,set2,default,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,70.11,81.05,,,,188.62503463246256,0.8105,False,15,,1462.959191,624201
l5_hw_translation_default_final_gpt,set2,default,06_custom_allreduce.py,6,5,FW-GLM-5-1,fw-glm-5-1,True,correct,0.30643513789581206,,,0.0,0.0,0.0,,-1.0,False,13,10.0,1223.888162,328929
l5_hw_translation_default_final_gpt,set2,default,27_batched_gemm.py,27,5,FW-GLM-5-1,fw-glm-5-1,False,error,,,,,,,,,False,16,,870.398679,393793
l5_hw_translation_default_final_gpt,set2,default,04_swiglu_activation.py,4,5,FW-GLM-5-1,fw-glm-5-1,True,correct,1.8861209964412813,25.6,6.9,0.0,0.0,10.0,37.22674063784698,0.256,False,13,6.0,658.880414,200169
l5_hw_translation_default_final_gpt,set2,default,22_ampere_tf32_tensorop_gemm.py,22,5,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,15,,553.528808,324771
l5_hw_translation_default_final_gpt,set2,default,23_gather_scatter_fusion.py,23,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,5.06,28.55,,,,82.44093825001161,0.2855,False,15,,903.760363,305558
l5_hw_translation_default_final_gpt,set2,default,07_marlin_int4_gemm.py,7,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,15,,1123.034971,529564
l5_hw_translation_all_final_gpt,set2,all,06_custom_allreduce.py,6,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.996742671009772,,,178870.2,254.24,0.0,,-1.0,False,12,2.0,2785.5859,156053
l5_hw_translation_all_final_gpt,set2,all,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,11,4.0,282.64426,72381
l5_hw_translation_all_final_gpt,set2,all,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.00798828125,0.23,36.36,124.37,6510.36,14.5,73.78818018124626,0.3636,False,14,8.0,1735.468354,232008
l5_hw_translation_all_final_gpt,set2,all,01_paged_attention_v1.py,1,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.05348387096774194,0.6,26.81,158.33,241.08,14.5,59.52190689483321,0.2681,False,15,6.0,1437.285236,267960
l5_hw_translation_all_final_gpt,set2,all,27_batched_gemm.py,27,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.3055555555555556,2.29,41.26,0.0,0.0,4.0,94.02262822275272,0.4126,False,15,12.0,1965.005637,236734
l5_hw_translation_all_final_gpt,set2,all,28_turing_tensorop_gemm.py,28,5,gpt-5.5-priority,gpt-5.5-priority,False,error,,,,,,,,,False,16,,2945.081485,182812
l5_hw_translation_all_final_gpt,set2,all,07_marlin_int4_gemm.py,7,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,9.72,0.0,,,,3.0298265794302988,0.0972,False,14,,1277.757845,295021
l5_hw_translation_all_final_gpt,set2,all,03_fused_rmsnorm.py,3,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.401273885350319,21.46,9.7,20025.05,242.58,8.0,44.005043046082406,0.2146,False,14,5.0,1789.497482,249984
l5_hw_translation_all_final_gpt,set2,all,26_gemm_permute.py,26,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,10.49,0.0,,,,71.51776933853489,0.1049,False,15,,1627.635328,452993
l5_hw_translation_all_final_gpt,set2,all,05_rotary_embedding.py,5,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,9.072398190045247,15.69,14.29,0.0,0.0,0.0,71.30598826454168,0.1569,False,14,3.0,3074.011884,193630
l5_hw_translation_all_final_gpt,set2,all,04_swiglu_activation.py,4,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.814207650273224,24.48,8.17,0.0,0.0,10.0,38.377352649650305,0.2448,False,15,3.0,2087.367539,273806
l5_hw_translation_all_final_gpt,set2,all,22_ampere_tf32_tensorop_gemm.py,22,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,100.0,100.0,,,,1763.6935294209488,1.0,False,15,,1497.996597,198695
l5_hw_translation_all_final_gpt,set2,all,25_gemm_grouped.py,25,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,2.0,40.98,,,,89.45985914664485,0.4098,False,15,,2957.322134,353822
l5_hw_translation_all_final_gpt,set2,all,08_int8_w8a8_gemm.py,8,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,7.94,0.0,,,,3.0280997613225265,0.0794,False,15,,1022.852089,251016
l5_hw_translation_all_final_gpt,set2,all,02_paged_attention_v2.py,2,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.023937677053824366,44.92,8.57,126.02,963.98,9.6667,184.4579267811244,0.4492,False,15,6.0,2085.536361,320244
l5_hw_translation_all_final_gpt,set2,all,23_gather_scatter_fusion.py,23,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,15,,1509.545086,218009
l5_hw_translation_all_final_gpt,set2,all,28_turing_tensorop_gemm.py,28,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,9,,500.243023,111163
l5_hw_translation_all_final_gpt,set2,all,08_int8_w8a8_gemm.py,8,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,15,,231.095225,218603
l5_hw_translation_all_final_gpt,set2,all,03_fused_rmsnorm.py,3,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,3,,79.465418,19272
l5_hw_translation_all_final_gpt,set2,all,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,11,,152.69874,61248
l5_hw_translation_all_final_gpt,set2,all,05_rotary_embedding.py,5,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,3,,52.806018,22813
l5_hw_translation_all_final_gpt,set2,all,25_gemm_grouped.py,25,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,5,,78.428986,76204
l5_hw_translation_all_final_gpt,set2,all,01_paged_attention_v1.py,1,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,3,,94.30369,25078
l5_hw_translation_all_final_gpt,set2,all,07_marlin_int4_gemm.py,7,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,15,,157.865731,292122
l5_hw_translation_all_final_gpt,set2,all,02_paged_attention_v2.py,2,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,10,,149.258539,82032
l5_hw_translation_all_final_gpt,set2,all,26_gemm_permute.py,26,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,15,,152.310507,283855
l5_hw_translation_all_final_gpt,set2,all,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,6,,59.19067,19791
l5_hw_translation_all_final_gpt,set2,all,06_custom_allreduce.py,6,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,8,,60.189413,46590
l5_hw_translation_all_final_gpt,set2,all,22_ampere_tf32_tensorop_gemm.py,22,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,9,,250.082215,82579
l5_hw_translation_all_final_gpt,set2,all,27_batched_gemm.py,27,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,4,,200.201551,26954
l5_hw_translation_all_final_gpt,set2,all,04_swiglu_activation.py,4,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,10,,152.513714,163324
l5_hw_translation_all_final_gpt,set2,all,23_gather_scatter_fusion.py,23,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,error,,,,,,,,,False,15,,80.623591,206703
l5_hw_translation_all_final_gpt,set2,all,28_turing_tensorop_gemm.py,28,5,grok-4.3,grok-4.3,False,incorrect,,,,,,,,,False,7,,549.402457,82138
l5_hw_translation_all_final_gpt,set2,all,25_gemm_grouped.py,25,5,grok-4.3,grok-4.3,False,incorrect,,11.54,42.51,,,,207.87637626991093,0.4251,False,3,,327.357597,53845
l5_hw_translation_all_final_gpt,set2,all,07_marlin_int4_gemm.py,7,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,2,,130.630336,41707
l5_hw_translation_all_final_gpt,set2,all,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,2,,130.036893,12226
l5_hw_translation_all_final_gpt,set2,all,01_paged_attention_v1.py,1,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,8,,1016.309721,92957
l5_hw_translation_all_final_gpt,set2,all,23_gather_scatter_fusion.py,23,5,grok-4.3,grok-4.3,False,incorrect,,0.68,23.33,,,,34.53149533056528,0.2333,False,2,,152.107355,19898
l5_hw_translation_all_final_gpt,set2,all,03_fused_rmsnorm.py,3,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,2,,137.165929,16405
l5_hw_translation_all_final_gpt,set2,all,26_gemm_permute.py,26,5,grok-4.3,grok-4.3,False,incorrect,,99.71,47.9,,,,72.72736669398247,0.9971,False,2,,253.743225,39480
l5_hw_translation_all_final_gpt,set2,all,04_swiglu_activation.py,4,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,6,4.0,811.516603,99025
l5_hw_translation_all_final_gpt,set2,all,27_batched_gemm.py,27,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,6,,72.724032,61065
l5_hw_translation_all_final_gpt,set2,all,02_paged_attention_v2.py,2,5,grok-4.3,grok-4.3,False,incorrect,,26.05,21.03,,,,30.075013304436155,0.2605,False,4,,572.443072,36783
l5_hw_translation_all_final_gpt,set2,all,05_rotary_embedding.py,5,5,grok-4.3,grok-4.3,False,incorrect,,14.35,16.56,,,,74.7749011607531,0.1656,False,6,,599.394199,69352
l5_hw_translation_all_final_gpt,set2,all,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,3,,389.58833,15606
l5_hw_translation_all_final_gpt,set2,all,22_ampere_tf32_tensorop_gemm.py,22,5,grok-4.3,grok-4.3,False,incorrect,,37.89,5.4,,,,17.802655374433197,0.3789,False,4,,504.087249,41858
l5_hw_translation_all_final_gpt,set2,all,08_int8_w8a8_gemm.py,8,5,grok-4.3,grok-4.3,False,incorrect,,2.07,5.92,,,,42.4785317341542,0.0592,False,6,,975.539641,91527
l5_hw_translation_all_final_gpt,set2,all,06_custom_allreduce.py,6,5,grok-4.3,grok-4.3,True,correct,0.31180625630676084,,,0.0,0.0,0.0,,-1.0,False,2,,58.346598,17648
l5_hw_translation_all_final_gpt,set2,all,02_paged_attention_v2.py,2,5,FW-GLM-5-1,fw-glm-5-1,False,in_progress,,,,,,,,,False,10,5.0,,272298
l5_hw_translation_all_final_gpt,set2,all,03_fused_rmsnorm.py,3,5,FW-GLM-5-1,fw-glm-5-1,False,in_progress,,,,,,,,,False,3,,,35035
l5_hw_translation_all_final_gpt,set2,all,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.41,5.71,,,,32.892055124162034,0.0571,False,15,,1468.330309,602738
l5_hw_translation_all_final_gpt,set2,all,28_turing_tensorop_gemm.py,28,5,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,15,,1198.070372,350337
l5_hw_translation_all_final_gpt,set2,all,26_gemm_permute.py,26,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,2.37,10.89,,,,42.41615488537692,0.1089,False,15,,1276.434715,708258
l5_hw_translation_all_final_gpt,set2,all,05_rotary_embedding.py,5,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,,False,15,,477.917298,322791
l5_hw_translation_all_final_gpt,set2,all,01_paged_attention_v1.py,1,5,FW-GLM-5-1,fw-glm-5-1,False,in_progress,,,,,,,,,False,3,,,43123
l5_hw_translation_all_final_gpt,set2,all,08_int8_w8a8_gemm.py,8,5,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,13,,1547.786788,444935
l5_hw_translation_all_final_gpt,set2,all,25_gemm_grouped.py,25,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,12.19,12.26,,,,88.05688110744624,0.1226,False,15,,1235.70231,717099
l5_hw_translation_all_final_gpt,set2,all,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,FW-GLM-5-1,fw-glm-5-1,False,in_progress,,,,,,,,,False,6,,,110144
l5_hw_translation_all_final_gpt,set2,all,06_custom_allreduce.py,6,5,FW-GLM-5-1,fw-glm-5-1,False,in_progress,,,,,,,,,False,13,8.0,,267296
l5_hw_translation_all_final_gpt,set2,all,27_batched_gemm.py,27,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,35.56,45.03,,,,362.1785185450823,0.4503,False,15,,837.915411,482165
l5_hw_translation_all_final_gpt,set2,all,22_ampere_tf32_tensorop_gemm.py,22,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,56.03,24.49,,,,116.81758284037285,0.5603,False,15,,826.874406,353296
l5_hw_translation_all_final_gpt,set2,all,04_swiglu_activation.py,4,5,FW-GLM-5-1,fw-glm-5-1,True,correct,1.709677419354839,23.03,10.18,0.0,0.0,10.0,43.67379449017649,0.2303,False,15,13.0,385.080559,301170
l5_hw_translation_all_final_gpt,set2,all,23_gather_scatter_fusion.py,23,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,,False,15,,867.300291,369774
l5_hw_translation_all_final_gpt,set2,all,07_marlin_int4_gemm.py,7,5,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,,False,13,,596.139457,445405
l5_hw_translation_single_turn_final_gpt,set2,st,27_batched_gemm.py,27,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,85.734372,11071
l5_hw_translation_single_turn_final_gpt,set2,st,23_gather_scatter_fusion.py,23,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,149.7004,11564
l5_hw_translation_single_turn_final_gpt,set2,st,04_swiglu_activation.py,4,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.8445475638051048,25.61,14.0,0.0,0.0,10.0,39.74900576116281,0.2561,False,1,,173.16824,13974
l5_hw_translation_single_turn_final_gpt,set2,st,03_fused_rmsnorm.py,3,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,149.09375,7769
l5_hw_translation_single_turn_final_gpt,set2,st,01_paged_attention_v1.py,1,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,105.604514,6451
l5_hw_translation_single_turn_final_gpt,set2,st,06_custom_allreduce.py,6,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,97.272521,5336
l5_hw_translation_single_turn_final_gpt,set2,st,26_gemm_permute.py,26,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,7.67,0.0,,,,24.15575960608282,0.0767,False,1,,219.913761,19998
l5_hw_translation_single_turn_final_gpt,set2,st,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,132.011146,7024
l5_hw_translation_single_turn_final_gpt,set2,st,05_rotary_embedding.py,5,5,gpt-5.5-priority,gpt-5.5-priority,True,correct,7.728215767634855,13.75,16.32,0.0,0.0,0.0,76.8872080092469,0.1632,False,1,,186.61338,9908
l5_hw_translation_single_turn_final_gpt,set2,st,28_turing_tensorop_gemm.py,28,5,gpt-5.5-priority,gpt-5.5-priority,False,error,,,,,,,,,False,1,,179.857544,13677
l5_hw_translation_single_turn_final_gpt,set2,st,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,14.09,65.02,,,,15.653947663771037,0.6502,False,1,,258.597626,5665
l5_hw_translation_single_turn_final_gpt,set2,st,07_marlin_int4_gemm.py,7,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,47.14,0.0,,,,24.400197742540016,0.4714,False,1,,156.410595,15288
l5_hw_translation_single_turn_final_gpt,set2,st,22_ampere_tf32_tensorop_gemm.py,22,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,157.100012,11496
l5_hw_translation_single_turn_final_gpt,set2,st,25_gemm_grouped.py,25,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,132.632381,18562
l5_hw_translation_single_turn_final_gpt,set2,st,08_int8_w8a8_gemm.py,8,5,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,91.439968,10031
l5_hw_translation_single_turn_final_gpt,set2,st,02_paged_attention_v2.py,2,5,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,,False,1,,61.470986,7995
l5_hw_translation_single_turn_final_gpt,set2,st,25_gemm_grouped.py,25,5,Kimi-K2.6,kimi-k2.6,False,error,,,,,,,,,False,1,,366.950488,47951
l5_hw_translation_single_turn_final_gpt,set2,st,04_swiglu_activation.py,4,5,Kimi-K2.6,kimi-k2.6,False,error,,,,,,,,,False,1,,464.710281,56013
l5_hw_translation_single_turn_final_gpt,set2,st,08_int8_w8a8_gemm.py,8,5,Kimi-K2.6,kimi-k2.6,False,error,,,,,,,,,False,1,,2139.777286,46805
l5_hw_translation_single_turn_final_gpt,set2,st,06_custom_allreduce.py,6,5,Kimi-K2.6,kimi-k2.6,False,compile_fail,,,,,,,,,False,1,,463.344043,44053
l5_hw_translation_single_turn_final_gpt,set2,st,02_paged_attention_v2.py,2,5,Kimi-K2.6,kimi-k2.6,False,error,,,,,,,,,False,1,,387.578048,65629
l5_hw_translation_single_turn_final_gpt,set2,st,27_batched_gemm.py,27,5,Kimi-K2.6,kimi-k2.6,False,incorrect,,,,,,,,,False,1,,620.214053,54883
l5_hw_translation_single_turn_final_gpt,set2,st,03_fused_rmsnorm.py,3,5,Kimi-K2.6,kimi-k2.6,False,compile_fail,,,,,,,,,False,1,,557.812224,38979
l5_hw_translation_single_turn_final_gpt,set2,st,01_paged_attention_v1.py,1,5,Kimi-K2.6,kimi-k2.6,False,error,,,,,,,,,False,1,,557.750829,44439
l5_hw_translation_single_turn_final_gpt,set2,st,07_marlin_int4_gemm.py,7,5,Kimi-K2.6,kimi-k2.6,False,error,,,,,,,,,False,1,,1133.240067,70202
l5_hw_translation_single_turn_final_gpt,set2,st,05_rotary_embedding.py,5,5,Kimi-K2.6,kimi-k2.6,False,incorrect,,18.12,19.14,,,,80.93777505841527,0.1914,False,1,,2242.089706,44925
l5_hw_translation_single_turn_final_gpt,set2,st,26_gemm_permute.py,26,5,Kimi-K2.6,kimi-k2.6,False,compile_fail,,,,,,,,,False,1,,595.50494,52564
l5_hw_translation_single_turn_final_gpt,set2,st,23_gather_scatter_fusion.py,23,5,Kimi-K2.6,kimi-k2.6,False,error,,,,,,,,,False,1,,847.64203,72509
l5_hw_translation_single_turn_final_gpt,set2,st,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,Kimi-K2.6,kimi-k2.6,False,compile_fail,,,,,,,,,False,1,,690.639943,53359
l5_hw_translation_single_turn_final_gpt,set2,st,28_turing_tensorop_gemm.py,28,5,Kimi-K2.6,kimi-k2.6,False,compile_fail,,,,,,,,,False,1,,677.504044,53257
l5_hw_translation_single_turn_final_gpt,set2,st,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,Kimi-K2.6,kimi-k2.6,False,compile_fail,,,,,,,,,False,1,,642.935545,46742
l5_hw_translation_single_turn_final_gpt,set2,st,22_ampere_tf32_tensorop_gemm.py,22,5,Kimi-K2.6,kimi-k2.6,False,incorrect,,,,,,,,-1.0,False,1,,1594.033627,47196
l5_hw_translation_single_turn_final_gpt,set2,st,02_paged_attention_v2.py,2,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,20.3966,6018
l5_hw_translation_single_turn_final_gpt,set2,st,03_fused_rmsnorm.py,3,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,50.996122,7330
l5_hw_translation_single_turn_final_gpt,set2,st,10_flash_attn2_bwd_hdim128_fp16_sm80.py,10,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,5.354211,2501
l5_hw_translation_single_turn_final_gpt,set2,st,28_turing_tensorop_gemm.py,28,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,11.819262,6768
l5_hw_translation_single_turn_final_gpt,set2,st,26_gemm_permute.py,26,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,11.071824,16120
l5_hw_translation_single_turn_final_gpt,set2,st,05_rotary_embedding.py,5,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,21.897005,6123
l5_hw_translation_single_turn_final_gpt,set2,st,01_paged_attention_v1.py,1,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,13.07434,5169
l5_hw_translation_single_turn_final_gpt,set2,st,08_int8_w8a8_gemm.py,8,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,31.554463,8257
l5_hw_translation_single_turn_final_gpt,set2,st,25_gemm_grouped.py,25,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,13.1451,15727
l5_hw_translation_single_turn_final_gpt,set2,st,09_flash_attn2_fwd_hdim128_fp16_sm80.py,9,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,5.845913,2494
l5_hw_translation_single_turn_final_gpt,set2,st,06_custom_allreduce.py,6,5,Llama-4-Maverick-17B-128E-Instruct-FP8,llama-4-maverick-17b-128e-instruct-fp8,False,compile_fail,,,,,,,,,False,1,,38.03534,4044
